epoch,train_mlogloss,val_mlogloss
74,0.5258362483217491,0.5798214042249666
75,0.5235353771398921,0.5778585050782267
76,0.5215669071840778,0.5761317538157572
77,0.5195417524163188,0.574422594976943
78,0.517607821256955,0.57281098113229
79,0.5157443933687986,0.5713047913663309
80,0.5139292869574932,0.5698161744131659
81,0.5122515506727779,0.5684375141359646
82,0.5106276868029428,0.5670785946691991
83,0.5090871227716489,0.5657431783249733
84,0.5075736878246259,0.5644683128580226
85,0.5060020702944512,0.5632348407471327
86,0.5045178747240405,0.5620228699337432
87,0.5032243034101788,0.5609367794738517
88,0.5018692264660743,0.5598951099723711
89,0.5005514307021526,0.5588411905810833
90,0.49935522989669606,0.5578741846419334
91,0.4981305489932826,0.5569363758084268
92,0.4969792390072436,0.5559903849747787
93,0.49581877792091056,0.555089464570454
94,0.4946578714895564,0.5542264274538758
95,0.4934663153657968,0.5532574801023505
96,0.49250765628642384,0.552508906416922
97,0.49158155535824416,0.5518062662741907
98,0.4904318478222251,0.5509669690114409
99,0.4894875986207117,0.5502735243364988
100,0.48868017244933437,0.5496067337013203
101,0.48769220700682825,0.5488614344023914
102,0.4867266858675276,0.5482234252542829
103,0.4858740747487082,0.547535781633336
104,0.4850612568257086,0.5469145752591439
105,0.4842628777232407,0.546322666283193
106,0.4835056545702269,0.5457176402490408
107,0.4827079469737267,0.5450924048837748
108,0.4818635982921099,0.5444950406616365
109,0.4811657744819657,0.5439261542833945
110,0.480462985681719,0.5434354150182938
111,0.47976765673193966,0.5429506723997876
112,0.47904990264596675,0.542412069926338
113,0.47841066358545337,0.5419633860757513
114,0.4777946547440593,0.5415116973031713
115,0.4772247435568136,0.5410648279572613
116,0.47667997209372565,0.5407251745004099
117,0.4761125182532589,0.5403160567240377
118,0.4755626447767648,0.5399001442285445
119,0.4749842586700838,0.5394918742235411
120,0.4743753280333582,0.5390614105512994
121,0.47392702709038625,0.5387299096814645
122,0.47334772751781795,0.5383353618753813
123,0.4728407499211762,0.5379922859001741
124,0.4724209644280633,0.5376957224209274
125,0.4720939072907094,0.5374550548985316
126,0.4716562602701225,0.5371253966391505
127,0.4712107174943877,0.5368598231348002
128,0.47080454017774215,0.5365744825017392
129,0.4704833093717697,0.5363728753666186
130,0.47005815934030604,0.5360995798369926
131,0.4697377498626559,0.5358850761009746
132,0.46932396264434634,0.5356263502285655
133,0.46898897484369045,0.5353922344168227
134,0.4686309259205746,0.5351714361307377
135,0.46830637845148465,0.5349898479422908
136,0.4678845423642425,0.5347560970427911
137,0.4675858215849741,0.5345755704801978
138,0.46725735431815024,0.5343391176218069
139,0.4670025919524245,0.5341816455227727
140,0.466641444639311,0.533933714951014
141,0.4663715953427304,0.5337321429733239
142,0.4660246990866338,0.5335378045377509
143,0.46572334591440223,0.5333599020647999
144,0.4653998592035718,0.5331429587739297
145,0.46494518853247724,0.53289422243499
146,0.4647379995603039,0.5327887106988185
147,0.4644662883255238,0.5326477117748433
148,0.4642981567536403,0.5325466240107031
149,0.4640555071757602,0.5324099001242718
150,0.46382502956241617,0.5322391693715175
